exit_reason,pnl_price,bars_held,atr_at_entry,mfe_price,mae_price,mfe_R,mae_R,sim_R,sim_pnl_pct,timestamp_utc,block_atr,block_session,block_dow,block_warmup,block_body,block_prev_bullish,strategy,block_atr_cohort_n,block_session_cohort_n,block_dow_cohort_n,block_warmup_cohort_n,block_body_cohort_n,block_prev_bullish_cohort_n,thin_cohort_any,feed,panel_window,canonical_status,simulation_simplifications
stop_or_be,0.8735395561816404,1,17.470791123601213,9.0,3.5,0.4121164261573451,0.16026749906118976,0.04000000000007233,0.04000000000007233,2022-01-04T05:00:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.8509450510755414,1,17.018901021455648,5.0,4.5,0.23503280235058768,0.21152952211552892,0.040000000000129696,0.040000000000129696,2022-01-04T05:15:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.8167682282510214,1,16.33536456495968,9.5,1.0,0.4652482636538427,0.0489735014372466,0.04000000000014876,0.04000000000014876,2022-01-04T05:30:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.026066734935739,1,20.521334698726385,5.0,12.0,0.19491909560094317,0.46780582944226357,0.03999999999997739,0.03999999999997739,2022-01-04T08:30:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.047218376865203,1,20.944367537288517,22.5,7.0,0.8594196013774834,0.26737498709521706,0.040000000000029685,0.040000000000029685,2022-01-04T10:00:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.0861076153305476,1,21.722152306625926,5.5,6.5,0.20255819671505867,0.23938695975416024,0.039999999999972426,0.039999999999972426,2022-01-04T10:15:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.2145060756301973,1,24.290121512598194,5.0,10.5,0.16467599793296134,0.3458195956592188,0.04000000000000947,0.04000000000000947,2022-01-04T13:15:00+00:00,1,0,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.2058272544163628,1,24.116545088353266,7.5,11.5,0.24879185546762303,0.38148084505035534,0.03999999999995686,0.03999999999995686,2022-01-04T14:00:00+00:00,1,0,0,0,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.427791119356698,1,28.55582238706868,86.40000000000146,1.0,2.42052212901078,0.028015302419105773,0.04000000000009144,0.04000000000009144,2022-01-04T14:30:00+00:00,1,0,0,0,0,1,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.6952646539575653,1,33.90529307915348,52.400000000001455,14.599999999998545,1.2363851243561583,0.34448898503048875,0.03999999999999744,0.03999999999999744,2022-01-04T14:45:00+00:00,1,0,0,0,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.8456951399639365,1,36.913902799230435,38.400000000001455,26.599999999998545,0.8322067749672245,0.5764765680762011,0.040000000000052334,0.040000000000052334,2022-01-04T15:00:00+00:00,1,0,0,0,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.9375326860827045,2,38.75065372163099,25.599999999998545,76.40000000000146,0.5285072129910082,1.57726371377016,0.04000000000002384,0.04000000000002384,2022-01-04T20:15:00+00:00,0,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
