Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
27,Exit long,2022-09-12 21:00,Exit,1723.55,164.5,284310.285,-786.31,-0.28,1116.96,0.39,-786.31,-0.28,22589.79,11.29
27,Entry long,2022-09-12 10:30,Long,1728.33,164.5,284310.285,-786.31,-0.28,1116.96,0.39,-786.31,-0.28,22589.79,11.29
28,Exit long,2022-09-23 03:15,Exit,1667.9,168.3,281471.652,-764.08,-0.27,595.78,0.21,-764.08,-0.27,21825.7,10.91
28,Entry long,2022-09-22 15:15,Long,1672.44,168.3,281471.652,-764.08,-0.27,595.78,0.21,-764.08,-0.27,21825.7,10.91
29,Exit long,2022-09-29 10:15,Exit,1649.19,141.8,234622.28,-767.14,-0.33,504.81,0.22,-767.14,-0.33,21058.57,10.53
29,Entry long,2022-09-29 09:15,Long,1654.6,141.8,234622.28,-767.14,-0.33,504.81,0.22,-767.14,-0.33,21058.57,10.53
30,Exit long,2022-10-12 16:30,Stale,1673.06,116.5,192617.605,2293.89,1.19,8863.32,4.60,-45.43,-0.02,23352.45,11.68
30,Entry long,2022-09-29 11:00,Long,1653.37,116.5,192617.605,2293.89,1.19,8863.32,4.60,-45.43,-0.02,23352.45,11.68
31,Exit long,2022-10-25 03:15,Exit,1646.68,147.3,243324.87,-768.91,-0.32,444.85,0.18,-768.91,-0.32,22583.55,11.29
31,Entry long,2022-10-24 12:00,Long,1651.9,147.3,243324.87,-768.91,-0.32,444.85,0.18,-768.91,-0.32,22583.55,11.29
32,Exit long,2022-10-28 08:30,Exit,1642.31,200.9,330731.625,-791.55,-0.24,5767.84,1.74,-791.55,-0.24,21792,10.90
32,Entry long,2022-10-25 09:15,Long,1646.25,200.9,330731.625,-791.55,-0.24,5767.84,1.74,-791.55,-0.24,21792,10.90
33,Exit long,2022-11-02 14:45,Exit,1644.81,225,370860.75,-778.5,-0.21,4776.75,1.29,-778.5,-0.21,21013.5,10.51
33,Entry long,2022-11-01 16:00,Long,1648.27,225,370860.75,-778.5,-0.21,4776.75,1.29,-778.5,-0.21,21013.5,10.51
34,Exit long,2022-11-07 19:00,Exit,1673.25,183.5,307804.735,-763.36,-0.25,519.3,0.17,-763.36,-0.25,20250.14,10.13
34,Entry long,2022-11-07 10:45,Long,1677.41,183.5,307804.735,-763.36,-0.25,519.3,0.17,-763.36,-0.25,20250.14,10.13
35,Exit long,2022-11-16 21:00,Exit,1768.55,142.4,252599.088,-757.57,-0.30,1686.02,0.67,-757.57,-0.30,19492.57,9.75
