Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
14,Exit long,2022-05-23 21:00,Exit,1851.58,211,391461.97,-778.59,-0.20,749.05,0.19,-778.59,-0.20,25486.09,12.74
14,Entry long,2022-05-23 14:30,Long,1855.27,211,391461.97,-778.59,-0.20,749.05,0.19,-778.59,-0.20,25486.09,12.74
15,Exit long,2022-05-30 11:45,Exit,1855.5,249.1,462977.26,-772.21,-0.17,7.47,0.00,-772.21,-0.17,24713.88,12.36
15,Entry long,2022-05-30 11:00,Long,1858.6,249.1,462977.26,-772.21,-0.17,7.47,0.00,-772.21,-0.17,24713.88,12.36
16,Exit long,2022-06-07 23:15,Exit,1847.47,201,372113.31,-771.84,-0.21,854.25,0.23,-771.84,-0.21,23942.04,11.97
16,Entry long,2022-06-07 13:45,Long,1851.31,201,372113.31,-771.84,-0.21,854.25,0.23,-771.84,-0.21,23942.04,11.97
17,Exit long,2022-06-21 01:30,Exit,1836.02,305.1,560779.902,-610.2,-0.11,1357.7,0.24,-610.2,-0.11,23331.84,11.67
17,Entry long,2022-06-20 18:00,Long,1838.02,305.1,560779.902,-610.2,-0.11,1357.7,0.24,-610.2,-0.11,23331.84,11.67
18,Exit long,2022-06-21 11:45,Exit,1834.51,191.2,351534.584,-776.27,-0.22,971.3,0.28,-776.27,-0.22,22555.56,11.28
18,Entry long,2022-06-21 10:00,Long,1838.57,191.2,351534.584,-776.27,-0.22,971.3,0.28,-776.27,-0.22,22555.56,11.28
19,Exit long,2022-07-25 14:45,Exit,1717.46,219.6,377918.424,-764.21,-0.20,103.21,0.03,-764.21,-0.20,21791.36,10.90
19,Entry long,2022-07-25 13:30,Long,1720.94,219.6,377918.424,-764.21,-0.20,103.21,0.03,-764.21,-0.20,21791.36,10.90
